Iteration	Mach	Pressure [Pa]	Velocity [m/s]	Temperature [K]	Density [kg/m^3]	Speed of Sound [m/s]	Y_O2	Y_N2	Y_H2	Y_OH	Y_O	Y_H	Y_H2O	Y_NO	Y_N	Y_HO2	Y_H2O2	Y_HNO	Y_NO2	Mass flow rate [kg/s]	Area [m^2]	Axial location
873	0.743908	2.400621e+04	519.53	1328.00	6.357525e-02	698.38	0.189434	0.786645	0.001792	0.000001	0.000000	0.000000	0.022079	0.000000	0.000000	0.000045	0.000004	0.000000	0.000000	132.131092	4.000000	0.000120
874	0.745476	2.396475e+04	520.78	1329.05	6.342278e-02	698.59	0.189308	0.786645	0.001776	0.000001	0.000000	0.000000	0.022222	0.000000	0.000000	0.000044	0.000004	0.000000	0.000000	132.131092	4.000000	0.000121
875	0.745469	2.396489e+04	520.78	1329.05	6.342290e-02	698.59	0.189308	0.786645	0.001776	0.000001	0.000000	0.000000	0.022222	0.000000	0.000000	0.000044	0.000004	0.000000	0.000000	132.131092	4.000000	0.000121
876	0.747022	2.392380e+04	522.02	1330.10	6.327176e-02	698.81	0.189183	0.786645	0.001761	0.000001	0.000000	0.000000	0.022363	0.000000	0.000000	0.000043	0.000004	0.000000	0.000000	132.131092	4.000000	0.000121
877	0.748581	2.388264e+04	523.27	1331.12	6.312157e-02	699.02	0.189060	0.786645	0.001745	0.000001	0.000000	0.000000	0.022504	0.000000	0.000000	0.000042	0.000003	0.000000	0.000000	132.131092	4.000000	0.000122
878	0.750119	2.384198e+04	524.50	1332.14	6.297277e-02	699.22	0.188937	0.786645	0.001730	0.000001	0.000000	0.000000	0.022643	0.000000	0.000000	0.000041	0.000003	0.000000	0.000000	132.131092	4.000000	0.000122
879	0.750132	2.384171e+04	524.51	1332.14	6.297254e-02	699.22	0.188937	0.786645	0.001730	0.000001	0.000000	0.000000	0.022643	0.000000	0.000000	0.000041	0.000003	0.000000	0.000000	132.131092	4.000000	0.000122
880	0.750122	2.384192e+04	524.50	1332.14	6.297272e-02	699.22	0.188937	0.786645	0.001730	0.000001	0.000000	0.000000	0.022643	0.000000	0.000000	0.000041	0.000003	0.000000	0.000000	132.131092	4.000000	0.000122
881	0.750119	2.384198e+04	524.50	1332.14	6.297277e-02	699.22	0.188937	0.786645	0.001730	0.000001	0.000000	0.000000	0.022643	0.000000	0.000000	0.000041	0.000003	0.000000	0.000000	132.131092	4.000000	0.000122
882	0.750119	2.384198e+04	524.50	1332.14	6.297277e-02	699.22	0.188937	0.786645	0.001730	0.000001	0.000000	0.000000	0.022643	0.000000	0.000000	0.000041	0.000003	0.000000	0.000000	132.131092	4.000000	0.000122
883	0.750119	2.384198e+04	524.50	1332.14	6.297277e-02	699.22	0.188937	0.786645	0.001730	0.000001	0.000000	0.000000	0.022643	0.000000	0.000000	0.000041	0.000003	0.000000	0.000000	132.131092	4.000000	0.000122
884	0.750119	2.384198e+04	524.50	1332.14	6.297277e-02	699.22	0.188937	0.786645	0.001730	0.000001	0.000000	0.000000	0.022643	0.000000	0.000000	0.000041	0.000003	0.000000	0.000000	132.131092	4.000000	0.000122
885	0.750119	2.384198e+04	524.50	1332.14	6.297277e-02	699.22	0.188937	0.786645	0.001730	0.000001	0.000000	0.000000	0.022643	0.000000	0.000000	0.000041	0.000003	0.000000	0.000000	132.131092	4.000000	0.000122
886	0.750119	2.384198e+04	524.50	1332.14	6.297277e-02	699.22	0.188937	0.786645	0.001730	0.000001	0.000000	0.000000	0.022643	0.000000	0.000000	0.000041	0.000003	0.000000	0.000000	132.131092	4.000000	0.000122
887	0.750119	2.384198e+04	524.50	1332.14	6.297277e-02	699.22	0.188937	0.786645	0.001730	0.000001	0.000000	0.000000	0.022643	0.000000	0.000000	0.000041	0.000003	0.000000	0.000000	132.131092	4.000000	0.000122
888	0.750119	2.384198e+04	524.50	1332.14	6.297277e-02	699.22	0.188937	0.786645	0.001730	0.000001	0.000000	0.000000	0.022643	0.000000	0.000000	0.000041	0.000003	0.000000	0.000000	132.131092	4.000000	0.000122
889	0.750119	2.384198e+04	524.50	1332.14	6.297277e-02	699.22	0.188937	0.786645	0.001730	0.000001	0.000000	0.000000	0.022643	0.000000	0.000000	0.000041	0.000003	0.000000	0.000000	132.131092	4.000000	0.000122
890	0.750119	2.384198e+04	524.50	1332.14	6.297277e-02	699.22	0.188937	0.786645	0.001730	0.000001	0.000000	0.000000	0.022643	0.000000	0.000000	0.000041	0.000003	0.000000	0.000000	132.131092	4.000000	0.000122
891	0.750119	2.384198e+04	524.50	1332.14	6.297277e-02	699.22	0.188937	0.786645	0.001730	0.000001	0.000000	0.000000	0.022643	0.000000	0.000000	0.000041	0.000003	0.000000	0.000000	132.131092	4.000000	0.000122
892	0.750119	2.384198e+04	524.50	1332.14	6.297277e-02	699.22	0.188937	0.786645	0.001730	0.000001	0.000000	0.000000	0.022643	0.000000	0.000000	0.000041	0.000003	0.000000	0.000000	132.131092	4.000000	0.000122
893	0.750119	2.384198e+04	524.50	1332.14	6.297277e-02	699.22	0.188937	0.786645	0.001730	0.000001	0.000000	0.000000	0.022643	0.000000	0.000000	0.000041	0.000003	0.000000	0.000000	132.131092	4.000000	0.000122
894	0.750119	2.384198e+04	524.50	1332.14	6.297277e-02	699.22	0.188937	0.786645	0.001730	0.000001	0.000000	0.000000	0.022643	0.000000	0.000000	0.000041	0.000003	0.000000	0.000000	132.131092	4.000000	0.000122
895	0.750119	2.384198e+04	524.50	1332.14	6.297277e-02	699.22	0.188937	0.786645	0.001730	0.000001	0.000000	0.000000	0.022643	0.000000	0.000000	0.000041	0.000003	0.000000	0.000000	132.131092	4.000000	0.000122
896	0.750119	2.384198e+04	524.50	1332.14	6.297277e-02	699.22	0.188937	0.786645	0.001730	0.000001	0.000000	0.000000	0.022643	0.000000	0.000000	0.000041	0.000003	0.000000	0.000000	132.131092	4.000000	0.000122
897	0.750119	2.384198e+04	524.50	1332.14	6.297277e-02	699.22	0.188937	0.786645	0.001730	0.000001	0.000000	0.000000	0.022643	0.000000	0.000000	0.000041	0.000003	0.000000	0.000000	132.131092	4.000000	0.000122
898	0.750119	2.384198e+04	524.50	1332.14	6.297277e-02	699.22	0.188937	0.786645	0.001730	0.000001	0.000000	0.000000	0.022643	0.000000	0.000000	0.000041	0.000003	0.000000	0.000000	132.131092	4.000000	0.000122
899	0.750119	2.384198e+04	524.50	1332.14	6.297277e-02	699.22	0.188937	0.786645	0.001730	0.000001	0.000000	0.000000	0.022643	0.000000	0.000000	0.000041	0.000003	0.000000	0.000000	132.131092	4.000000	0.000122
900	0.750119	2.384198e+04	524.50	1332.14	6.297277e-02	699.22	0.188937	0.786645	0.001730	0.000001	0.000000	0.000000	0.022643	0.000000	0.000000	0.000041	0.000003	0.000000	0.000000	132.131092	4.000000	0.000122
901	0.750119	2.384198e+04	524.50	1332.14	6.297277e-02	699.22	0.188937	0.786645	0.001730	0.000001	0.000000	0.000000	0.022643	0.000000	0.000000	0.000041	0.000003	0.000000	0.000000	132.131094	4.000000	0.000122
902	0.750125	2.384186e+04	524.50	1332.14	6.297266e-02	699.22	0.188937	0.786645	0.001730	0.000001	0.000000	0.000000	0.022643	0.000000	0.000000	0.000041	0.000003	0.000000	0.000000	132.131092	4.000000	0.000122
903	0.751675	2.380100e+04	525.74	1333.14	6.282463e-02	699.43	0.188816	0.786645	0.001714	0.000001	0.000000	0.000000	0.022780	0.000000	0.000000	0.000041	0.000003	0.000000	0.000000	132.131092	4.000000	0.000122
904	0.753219	2.376034e+04	526.97	1334.13	6.267766e-02	699.63	0.188695	0.786645	0.001699	0.000001	0.000000	0.000000	0.022917	0.000000	0.000000	0.000040	0.000003	0.000000	0.000000	132.131092	4.000000	0.000123
905	0.754770	2.371959e+04	528.21	1335.10	6.253148e-02	699.82	0.188576	0.786645	0.001684	0.000001	0.000000	0.000000	0.023052	0.000000	0.000000	0.000039	0.000003	0.000000	0.000000	132.131092	4.000000	0.000123
906	0.756314	2.367904e+04	529.43	1336.06	6.238633e-02	700.02	0.188457	0.786645	0.001669	0.000001	0.000000	0.000000	0.023187	0.000000	0.000000	0.000038	0.000003	0.000000	0.000000	132.131092	4.000000	0.000124
907	0.757863	2.363844e+04	530.66	1337.01	6.224193e-02	700.21	0.188340	0.786645	0.001655	0.000001	0.000000	0.000000	0.023320	0.000000	0.000000	0.000037	0.000003	0.000000	0.000000	132.131092	4.000000	0.000124
908	0.759407	2.359798e+04	531.89	1337.95	6.209848e-02	700.40	0.188223	0.786645	0.001640	0.000001	0.000000	0.000000	0.023452	0.000000	0.000000	0.000037	0.000002	0.000000	0.000000	132.131092	4.000000	0.000125
909	0.760960	2.355739e+04	533.12	1338.87	6.195565e-02	700.58	0.188108	0.786645	0.001625	0.000001	0.000000	0.000000	0.023583	0.000000	0.000000	0.000036	0.000002	0.000000	0.000000	132.131092	4.000000	0.000125
910	0.762500	2.351714e+04	534.33	1339.79	6.181392e-02	700.77	0.187993	0.786645	0.001611	0.000001	0.000000	0.000000	0.023713	0.000000	0.000000	0.000035	0.000002	0.000000	0.000000	132.131092	4.000000	0.000125
911	0.764067	2.347635e+04	535.57	1340.68	6.167234e-02	700.95	0.187879	0.786645	0.001597	0.000001	0.000000	0.000000	0.023842	0.000000	0.000000	0.000035	0.000002	0.000000	0.000000	132.131092	4.000000	0.000126
912	0.764051	2.347668e+04	535.56	1340.69	6.167271e-02	700.95	0.187879	0.786645	0.001597	0.000001	0.000000	0.000000	0.023842	0.000000	0.000000	0.000035	0.000002	0.000000	0.000000	132.131092	4.000000	0.000126
913	0.764060	2.347650e+04	535.56	1340.68	6.167250e-02	700.95	0.187879	0.786645	0.001597	0.000001	0.000000	0.000000	0.023842	0.000000	0.000000	0.000035	0.000002	0.000000	0.000000	132.131092	4.000000	0.000126
914	0.765599	2.343635e+04	536.78	1341.57	6.153232e-02	701.12	0.187766	0.786645	0.001582	0.000001	0.000000	0.000000	0.023970	0.000000	0.000000	0.000034	0.000002	0.000000	0.000000	132.131092	4.000000	0.000126
915	0.765617	2.343597e+04	536.79	1341.57	6.153190e-02	701.12	0.187766	0.786645	0.001582	0.000001	0.000000	0.000000	0.023970	0.000000	0.000000	0.000034	0.000002	0.000000	0.000000	132.131092	4.000000	0.000126
916	0.765603	2.343626e+04	536.78	1341.57	6.153223e-02	701.12	0.187766	0.786645	0.001582	0.000001	0.000000	0.000000	0.023970	0.000000	0.000000	0.000034	0.000002	0.000000	0.000000	132.131092	4.000000	0.000126
917	0.767169	2.339562e+04	538.01	1342.44	6.139217e-02	701.30	0.187654	0.786645	0.001568	0.000001	0.000000	0.000000	0.024097	0.000000	0.000000	0.000033	0.000002	0.000000	0.000000	132.131092	4.000000	0.000127
918	0.767148	2.339604e+04	538.00	1342.45	6.139266e-02	701.30	0.187654	0.786645	0.001568	0.000001	0.000000	0.000000	0.024097	0.000000	0.000000	0.000033	0.000002	0.000000	0.000000	132.131092	4.000000	0.000127
919	0.767165	2.339568e+04	538.01	1342.45	6.139225e-02	701.30	0.187654	0.786645	0.001568	0.000001	0.000000	0.000000	0.024097	0.000000	0.000000	0.000033	0.000002	0.000000	0.000000	132.131092	4.000000	0.000127
920	0.767169	2.339562e+04	538.01	1342.44	6.139217e-02	701.30	0.187654	0.786645	0.001568	0.000001	0.000000	0.000000	0.024097	0.000000	0.000000	0.000033	0.000002	0.000000	0.000000	132.131092	4.000000	0.000127
921	0.767169	2.339562e+04	538.01	1342.44	6.139217e-02	701.30	0.187654	0.786645	0.001568	0.000001	0.000000	0.000000	0.024097	0.000000	0.000000	0.000033	0.000002	0.000000	0.000000	132.131092	4.000000	0.000127
922	0.767169	2.339562e+04	538.01	1342.44	6.139217e-02	701.30	0.187654	0.786645	0.001568	0.000001	0.000000	0.000000	0.024097	0.000000	0.000000	0.000033	0.000002	0.000000	0.000000	132.131092	4.000000	0.000127
923	0.767169	2.339562e+04	538.01	1342.44	6.139217e-02	701.30	0.187654	0.786645	0.001568	0.000001	0.000000	0.000000	0.024097	0.000000	0.000000	0.000033	0.000002	0.000000	0.000000	132.131092	4.000000	0.000127
924	0.767169	2.339562e+04	538.01	1342.44	6.139217e-02	701.30	0.187654	0.786645	0.001568	0.000001	0.000000	0.000000	0.024097	0.000000	0.000000	0.000033	0.000002	0.000000	0.000000	132.131092	4.000000	0.000127
925	0.767169	2.339562e+04	538.01	1342.44	6.139217e-02	701.30	0.187654	0.786645	0.001568	0.000001	0.000000	0.000000	0.024097	0.000000	0.000000	0.000033	0.000002	0.000000	0.000000	132.131092	4.000000	0.000127
926	0.767169	2.339562e+04	538.01	1342.44	6.139217e-02	701.30	0.187654	0.786645	0.001568	0.000001	0.000000	0.000000	0.024097	0.000000	0.000000	0.000033	0.000002	0.000000	0.000000	132.131092	4.000000	0.000127
927	0.767169	2.339562e+04	538.01	1342.44	6.139217e-02	701.30	0.187654	0.786645	0.001568	0.000001	0.000000	0.000000	0.024097	0.000000	0.000000	0.000033	0.000002	0.000000	0.000000	132.131092	4.000000	0.000127
928	0.767169	2.339562e+04	538.01	1342.44	6.139217e-02	701.30	0.187654	0.786645	0.001568	0.000001	0.000000	0.000000	0.024097	0.000000	0.000000	0.000033	0.000002	0.000000	0.000000	132.131092	4.000000	0.000127
929	0.767169	2.339562e+04	538.01	1342.44	6.139217e-02	701.30	0.187654	0.786645	0.001568	0.000001	0.000000	0.000000	0.024097	0.000000	0.000000	0.000033	0.000002	0.000000	0.000000	132.131092	4.000000	0.000127
930	0.767169	2.339562e+04	538.01	1342.44	6.139217e-02	701.30	0.187654	0.786645	0.001568	0.000001	0.000000	0.000000	0.024097	0.000000	0.000000	0.000033	0.000002	0.000000	0.000000	132.131092	4.000000	0.000127
931	0.767169	2.339562e+04	538.01	1342.44	6.139217e-02	701.30	0.187654	0.786645	0.001568	0.000001	0.000000	0.000000	0.024097	0.000000	0.000000	0.000033	0.000002	0.000000	0.000000	132.131092	4.000000	0.000127
932	0.767169	2.339562e+04	538.01	1342.44	6.139217e-02	701.30	0.187654	0.786645	0.001568	0.000001	0.000000	0.000000	0.024097	0.000000	0.000000	0.000033	0.000002	0.000000	0.000000	132.131092	4.000000	0.000127
933	0.767169	2.339562e+04	538.01	1342.44	6.139217e-02	701.30	0.187654	0.786645	0.001568	0.000001	0.000000	0.000000	0.024097	0.000000	0.000000	0.000033	0.000002	0.000000	0.000000	132.131092	4.000000	0.000127
934	0.767169	2.339562e+04	538.01	1342.44	6.139217e-02	701.30	0.187654	0.786645	0.001568	0.000001	0.000000	0.000000	0.024097	0.000000	0.000000	0.000033	0.000002	0.000000	0.000000	132.131092	4.000000	0.000127
935	0.767169	2.339562e+04	538.01	1342.44	6.139217e-02	701.30	0.187654	0.786645	0.001568	0.000001	0.000000	0.000000	0.024097	0.000000	0.000000	0.000033	0.000002	0.000000	0.000000	132.131092	4.000000	0.000127
936	0.767169	2.339562e+04	538.01	1342.44	6.139217e-02	701.30	0.187654	0.786645	0.001568	0.000001	0.000000	0.000000	0.024097	0.000000	0.000000	0.000033	0.000002	0.000000	0.000000	132.131092	4.000000	0.000127
937	0.767169	2.339562e+04	538.01	1342.44	6.139217e-02	701.30	0.187654	0.786645	0.001568	0.000001	0.000000	0.000000	0.024097	0.000000	0.000000	0.000033	0.000002	0.000000	0.000000	132.131092	4.000000	0.000127
938	0.767169	2.339562e+04	538.01	1342.44	6.139217e-02	701.30	0.187654	0.786645	0.001568	0.000001	0.000000	0.000000	0.024097	0.000000	0.000000	0.000033	0.000002	0.000000	0.000000	132.131092	4.000000	0.000127
939	0.767169	2.339562e+04	538.01	1342.44	6.139217e-02	701.30	0.187654	0.786645	0.001568	0.000001	0.000000	0.000000	0.024097	0.000000	0.000000	0.000033	0.000002	0.000000	0.000000	132.131092	4.000000	0.000127
940	0.767169	2.339562e+04	538.01	1342.44	6.139217e-02	701.30	0.187654	0.786645	0.001568	0.000001	0.000000	0.000000	0.024097	0.000000	0.000000	0.000033	0.000002	0.000000	0.000000	132.131094	4.000000	0.000127
941	0.767162	2.339576e+04	538.01	1342.45	6.139234e-02	701.30	0.187654	0.786645	0.001568	0.000001	0.000000	0.000000	0.024097	0.000000	0.000000	0.000033	0.000002	0.000000	0.000000	132.131092	4.000000	0.000127
942	0.768712	2.335548e+04	539.23	1343.31	6.125337e-02	701.47	0.187542	0.786645	0.001554	0.000001	0.000000	0.000000	0.024223	0.000000	0.000000	0.000033	0.000002	0.000000	0.000000	132.131092	4.000000	0.000127
943	0.770273	2.331501e+04	540.45	1344.16	6.111483e-02	701.64	0.187432	0.786645	0.001540	0.000001	0.000000	0.000000	0.024348	0.000000	0.000000	0.000032	0.000002	0.000000	0.000000	132.131092	4.000000	0.000128
944	0.771822	2.327484e+04	541.67	1345.01	6.097730e-02	701.81	0.187322	0.786645	0.001527	0.000001	0.000000	0.000000	0.024472	0.000000	0.000000	0.000032	0.000002	0.000000	0.000000	132.131092	4.000000	0.000128
945	0.773387	2.323438e+04	542.89	1345.83	6.084003e-02	701.97	0.187213	0.786645	0.001513	0.000001	0.000000	0.000000	0.024595	0.000000	0.000000	0.000031	0.000002	0.000000	0.000000	132.131092	4.000000	0.000128
946	0.774943	2.319415e+04	544.11	1346.65	6.070367e-02	702.13	0.187105	0.786645	0.001499	0.000001	0.000000	0.000000	0.024717	0.000000	0.000000	0.000030	0.000002	0.000000	0.000000	132.131092	4.000000	0.000129
947	0.776512	2.315370e+04	545.34	1347.46	6.056762e-02	702.29	0.186998	0.786645	0.001486	0.000001	0.000000	0.000000	0.024839	0.000000	0.000000	0.000030	0.000002	0.000000	0.000000	132.131092	4.000000	0.000129
948	0.778067	2.311359e+04	546.55	1348.26	6.043261e-02	702.45	0.186891	0.786645	0.001473	0.000001	0.000000	0.000000	0.024959	0.000000	0.000000	0.000029	0.000001	0.000000	0.000000	132.131092	4.000000	0.000130
949	0.778075	2.311342e+04	546.56	1348.26	6.043238e-02	702.45	0.186891	0.786645	0.001473	0.000001	0.000000	0.000000	0.024959	0.000000	0.000000	0.000029	0.000001	0.000000	0.000000	132.131092	4.000000	0.000130
950	0.779639	2.307317e+04	547.78	1349.04	6.029777e-02	702.60	0.186785	0.786645	0.001459	0.000001	0.000000	0.000000	0.025079	0.000000	0.000000	0.000029	0.000001	0.000000	0.000000	132.131092	4.000000	0.000130
951	0.781205	2.303289e+04	548.99	1349.82	6.016369e-02	702.75	0.186680	0.786645	0.001446	0.000001	0.000000	0.000000	0.025198	0.000000	0.000000	0.000028	0.000001	0.000000	0.000000	132.131092	4.000000	0.000130
952	0.782779	2.299251e+04	550.22	1350.58	6.003003e-02	702.90	0.186576	0.786645	0.001433	0.000001	0.000000	0.000000	0.025316	0.000000	0.000000	0.000028	0.000001	0.000000	0.000000	132.131092	4.000000	0.000131
953	0.785157	2.293165e+04	552.06	1351.70	5.983002e-02	703.12	0.186421	0.786645	0.001414	0.000001	0.000000	0.000000	0.025491	0.000000	0.000000	0.000027	0.000001	0.000000	0.000000	132.131092	4.000000	0.000132
954	0.785152	2.293176e+04	552.06	1351.71	5.983017e-02	703.12	0.186421	0.786645	0.001414	0.000001	0.000000	0.000000	0.025491	0.000000	0.000000	0.000027	0.000001	0.000000	0.000000	132.131092	4.000000	0.000132
955	0.787530	2.287099e+04	553.90	1352.81	5.963150e-02	703.33	0.186267	0.786645	0.001394	0.000001	0.000000	0.000000	0.025664	0.000000	0.000000	0.000026	0.000001	0.000000	0.000000	132.131092	4.000000	0.000132
956	0.789924	2.280998e+04	555.74	1353.88	5.943369e-02	703.54	0.186116	0.786645	0.001375	0.000001	0.000000	0.000000	0.025836	0.000000	0.000000	0.000026	0.000001	0.000000	0.000000	132.131092	4.000000	0.000133
957	0.789913	2.281022e+04	555.74	1353.88	5.943402e-02	703.54	0.186116	0.786645	0.001375	0.000001	0.000000	0.000000	0.025836	0.000000	0.000000	0.000026	0.000001	0.000000	0.000000	132.131092	4.000000	0.000133
958	0.789924	2.280997e+04	555.74	1353.88	5.943368e-02	703.54	0.186116	0.786645	0.001375	0.000001	0.000000	0.000000	0.025836	0.000000	0.000000	0.000026	0.000001	0.000000	0.000000	132.131092	4.000000	0.000133
959	0.789924	2.280998e+04	555.74	1353.88	5.943369e-02	703.54	0.186116	0.786645	0.001375	0.000001	0.000000	0.000000	0.025836	0.000000	0.000000	0.000026	0.000001	0.000000	0.000000	132.131092	4.000000	0.000133
960	0.789924	2.280998e+04	555.74	1353.88	5.943369e-02	703.54	0.186116	0.786645	0.001375	0.000001	0.000000	0.000000	0.025836	0.000000	0.000000	0.000026	0.000001	0.000000	0.000000	132.131092	4.000000	0.000133
961	0.789924	2.280998e+04	555.74	1353.88	5.943369e-02	703.54	0.186116	0.786645	0.001375	0.000001	0.000000	0.000000	0.025836	0.000000	0.000000	0.000026	0.000001	0.000000	0.000000	132.131092	4.000000	0.000133
962	0.789924	2.280998e+04	555.74	1353.88	5.943369e-02	703.54	0.186116	0.786645	0.001375	0.000001	0.000000	0.000000	0.025836	0.000000	0.000000	0.000026	0.000001	0.000000	0.000000	132.131092	4.000000	0.000133
963	0.789924	2.280998e+04	555.74	1353.88	5.943369e-02	703.54	0.186116	0.786645	0.001375	0.000001	0.000000	0.000000	0.025836	0.000000	0.000000	0.000026	0.000001	0.000000	0.000000	132.131092	4.000000	0.000133
964	0.789924	2.280998e+04	555.74	1353.88	5.943369e-02	703.54	0.186116	0.786645	0.001375	0.000001	0.000000	0.000000	0.025836	0.000000	0.000000	0.000026	0.000001	0.000000	0.000000	132.131092	4.000000	0.000133
965	0.789924	2.280998e+04	555.74	1353.88	5.943369e-02	703.54	0.186116	0.786645	0.001375	0.000001	0.000000	0.000000	0.025836	0.000000	0.000000	0.000026	0.000001	0.000000	0.000000	132.131092	4.000000	0.000133
966	0.789924	2.280998e+04	555.74	1353.88	5.943369e-02	703.54	0.186116	0.786645	0.001375	0.000001	0.000000	0.000000	0.025836	0.000000	0.000000	0.000026	0.000001	0.000000	0.000000	132.131092	4.000000	0.000133
967	0.789924	2.280998e+04	555.74	1353.88	5.943369e-02	703.54	0.186116	0.786645	0.001375	0.000001	0.000000	0.000000	0.025836	0.000000	0.000000	0.000026	0.000001	0.000000	0.000000	132.131092	4.000000	0.000133
968	0.789924	2.280998e+04	555.74	1353.88	5.943369e-02	703.54	0.186116	0.786645	0.001375	0.000001	0.000000	0.000000	0.025836	0.000000	0.000000	0.000026	0.000001	0.000000	0.000000	132.131092	4.000000	0.000133
969	0.789924	2.280998e+04	555.74	1353.88	5.943369e-02	703.54	0.186116	0.786645	0.001375	0.000001	0.000000	0.000000	0.025836	0.000000	0.000000	0.000026	0.000001	0.000000	0.000000	132.131092	4.000000	0.000133
970	0.789924	2.280998e+04	555.74	1353.88	5.943369e-02	703.54	0.186116	0.786645	0.001375	0.000001	0.000000	0.000000	0.025836	0.000000	0.000000	0.000026	0.000001	0.000000	0.000000	132.131092	4.000000	0.000133
971	0.789924	2.280998e+04	555.74	1353.88	5.943369e-02	703.54	0.186116	0.786645	0.001375	0.000001	0.000000	0.000000	0.025836	0.000000	0.000000	0.000026	0.000001	0.000000	0.000000	132.131092	4.000000	0.000133
972	0.789924	2.280998e+04	555.74	1353.88	5.943369e-02	703.54	0.186116	0.786645	0.001375	0.000001	0.000000	0.000000	0.025836	0.000000	0.000000	0.000026	0.000001	0.000000	0.000000	132.131092	4.000000	0.000133
973	0.789924	2.280998e+04	555.74	1353.88	5.943369e-02	703.54	0.186116	0.786645	0.001375	0.000001	0.000000	0.000000	0.025836	0.000000	0.000000	0.000026	0.000001	0.000000	0.000000	132.131092	4.000000	0.000133
974	0.789924	2.280998e+04	555.74	1353.88	5.943369e-02	703.54	0.186116	0.786645	0.001375	0.000001	0.000000	0.000000	0.025836	0.000000	0.000000	0.000026	0.000001	0.000000	0.000000	132.131092	4.000000	0.000133
975	0.789924	2.280998e+04	555.74	1353.88	5.943369e-02	703.54	0.186116	0.786645	0.001375	0.000001	0.000000	0.000000	0.025836	0.000000	0.000000	0.000026	0.000001	0.000000	0.000000	132.131092	4.000000	0.000133
976	0.789924	2.280998e+04	555.74	1353.88	5.943369e-02	703.54	0.186116	0.786645	0.001375	0.000001	0.000000	0.000000	0.025836	0.000000	0.000000	0.000026	0.000001	0.000000	0.000000	132.131092	4.000000	0.000133
977	0.789924	2.280998e+04	555.74	1353.88	5.943369e-02	703.54	0.186116	0.786645	0.001375	0.000001	0.000000	0.000000	0.025836	0.000000	0.000000	0.000026	0.000001	0.000000	0.000000	132.131092	4.000000	0.000133
978	0.789924	2.280998e+04	555.74	1353.88	5.943369e-02	703.54	0.186116	0.786645	0.001375	0.000001	0.000000	0.000000	0.025836	0.000000	0.000000	0.000026	0.000001	0.000000	0.000000	132.131092	4.000000	0.000133
979	0.789924	2.280998e+04	555.74	1353.88	5.943369e-02	703.54	0.186116	0.786645	0.001375	0.000001	0.000000	0.000000	0.025836	0.000000	0.000000	0.000026	0.000001	0.000000	0.000000	132.131094	4.000000	0.000133
980	0.789918	2.281010e+04	555.74	1353.88	5.943386e-02	703.54	0.186116	0.786645	0.001375	0.000001	0.000000	0.000000	0.025836	0.000000	0.000000	0.000026	0.000001	0.000000	0.000000	132.131092	4.000000	0.000133
981	0.792307	2.274929e+04	557.58	1354.93	5.923749e-02	703.74	0.185966	0.786645	0.001357	0.000001	0.000000	0.000000	0.026005	0.000000	0.000000	0.000025	0.000001	0.000000	0.000000	132.131092	4.000000	0.000133
982	0.794718	2.268813e+04	559.43	1355.96	5.904176e-02	703.94	0.185817	0.786645	0.001338	0.000001	0.000000	0.000000	0.026173	0.000000	0.000000	0.000025	0.000001	0.000000	0.000000	132.131092	4.000000	0.000134
983	0.797120	2.262722e+04	561.28	1356.96	5.884754e-02	704.13	0.185670	0.786645	0.001320	0.000001	0.000000	0.000000	0.026339	0.000000	0.000000	0.000024	0.000001	0.000000	0.000000	132.131092	4.000000	0.000135
984	0.799553	2.256578e+04	563.14	1357.94	5.865362e-02	704.31	0.185525	0.786645	0.001301	0.000001	0.000000	0.000000	0.026503	0.000000	0.000000	0.000023	0.000001	0.000000	0.000000	132.131092	4.000000	0.000135
985	0.799545	2.256596e+04	563.13	1357.94	5.865389e-02	704.31	0.185525	0.786645	0.001301	0.000001	0.000000	0.000000	0.026503	0.000000	0.000000	0.000023	0.000001	0.000000	0.000000	132.131092	4.000000	0.000135
986	0.801978	2.250461e+04	564.99	1358.89	5.846119e-02	704.49	0.185381	0.786645	0.001283	0.000001	0.000000	0.000000	0.026665	0.000000	0.000000	0.000023	0.000001	0.000000	0.000000	132.131092	4.000000	0.000136
987	0.804431	2.244294e+04	566.85	1359.81	5.826909e-02	704.67	0.185240	0.786645	0.001266	0.000001	0.000000	0.000000	0.026826	0.000000	0.000000	0.000022	0.000001	0.000000	0.000000	132.131092	4.000000	0.000137
988	0.804422	2.244312e+04	566.85	1359.82	5.826936e-02	704.67	0.185240	0.786645	0.001266	0.000001	0.000000	0.000000	0.026826	0.000000	0.000000	0.000022	0.000001	0.000000	0.000000	132.131092	4.000000	0.000137
989	0.806878	2.238150e+04	568.71	1360.72	5.807839e-02	704.83	0.185099	0.786645	0.001248	0.000001	0.000000	0.000000	0.026984	0.000000	0.000000	0.000022	0.000001	0.000000	0.000000	132.131092	4.000000	0.000137
990	0.809340	2.231982e+04	570.58	1361.60	5.788838e-02	705.00	0.184961	0.786645	0.001231	0.000001	0.000000	0.000000	0.027141	0.000000	0.000000	0.000021	0.000001	0.000000	0.000000	132.131092	4.000000	0.000138
991	0.809346	2.231970e+04	570.59	1361.60	5.788820e-02	705.00	0.184961	0.786645	0.001231	0.000001	0.000000	0.000000	0.027141	0.000000	0.000000	0.000021	0.000001	0.000000	0.000000	132.131092	4.000000	0.000138
